=== MAP GENERATION DATA ===

--- STATIONS ---
BFP (bfpbuilding): Grid (23, 31) | Pixels (4416, 5952) | Rot: 0
BG,grass,5376,5184,0
BG,dirt,5760,5184,0
BG,dirt,5952,5184,0
BG,grass,6336,5184,0
BG,grass,6528,5184,0
BG,grass,6720,5184,0
BG,grass,6912,5184,0
BG,grass,7104,5184,0
BG,grass,7488,5184,0
BG,grass,7680,5184,0
BG,grass,0,5376,0
BG,grass,192,5376,0
BG,grass,576,5376,0
BG,grass,768,5376,0
BG,grass,960,5376,0
BG,grass,1152,5376,0
BG,grass,1344,5376,0
BG,grass,1536,5376,0
BG,grass,1728,5376,0
BG,dirt,1920,5376,0
BG,grass,2304,5376,0
BG,dirt,2496,5376,0
BG,grass,7488,5376,0
BG,dirt,7680,5376,0
BG,grass,0,5568,0
BG,dirt,192,5568,0
BG,grass,576,5568,0
BG,grass,768,5568,0
BG,grass,960,5568,0
BG,dirt,1152,5568,0
BG,dirt,1344,5568,0
BG,grass,1536,5568,0
BG,grass,1728,5568,0
BG,grass,1920,5568,0
BG,grass,2304,5568,0
BG,grass,2496,5568,0
BG,dirt,2880,5568,0
BG,grass,3072,5568,0
BG,grass,3264,5568,0
BG,dirt,3456,5568,0
BG,grass,3840,5568,0
BG,dirt,5184,5568,0
BG,grass,5376,5568,0
BG,grass,5568,5568,0
BG,grass,5760,5568,0
BG,grass,5952,5568,0
BG,grass,6336,5568,0
BG,grass,6528,5568,0
BG,dirt,6912,5568,0
BG,grass,7104,5568,0
BG,grass,7488,5568,0
BG,grass,7680,5568,0
BG,grass,0,5760,0
BG,grass,192,5760,0
BG,grass,576,5760,0
BG,grass,768,5760,0
BG,grass,960,5760,0
BG,grass,1152,5760,0
BG,grass,1344,5760,0
BG,dirt,1536,5760,0
BG,dirt,1728,5760,0
BG,grass,1920,5760,0
BG,dirt,2304,5760,0
BG,dirt,2496,5760,0
BG,grass,2880,5760,0
BG,dirt,3072,5760,0
BG,grass,3264,5760,0
BG,dirt,3456,5760,0
BG,grass,3840,5760,0
BG,dirt,5184,5760,0
BG,grass,5376,5760,0
BG,grass,5568,5760,0
BG,grass,5760,5760,0
BG,grass,5952,5760,0
BG,grass,6336,5760,0
BG,grass,6528,5760,0
BG,grass,6912,5760,0
BG,grass,7104,5760,0
BG,grass,7488,5760,0
BG,grass,7680,5760,0
BG,grass,0,5952,0
BG,grass,192,5952,0
BG,dirt,576,5952,0
BG,dirt,768,5952,0
BG,grass,960,5952,0
BG,grass,1152,5952,0
BG,dirt,1344,5952,0
BG,grass,1536,5952,0
BG,dirt,1728,5952,0
BG,grass,1920,5952,0
BG,grass,2304,5952,0
BG,grass,2496,5952,0
BG,grass,2880,5952,0
BG,grass,3072,5952,0
BG,grass,3264,5952,0
BG,grass,3456,5952,0
BG,grass,3840,5952,0
BG,grass,5184,5952,0
BG,grass,5376,5952,0
BG,grass,5568,5952,0
BG,grass,5760,5952,0
BG,grass,5952,5952,0
BG,grass,6336,5952,0
BG,grass,6528,5952,0
BG,grass,6912,5952,0
BG,dirt,7104,5952,0
BG,grass,7488,5952,0
BG,grass,7680,5952,0
BG,dirt,0,6144,0
BG,dirt,192,6144,0
BG,grass,576,6144,0
BG,dirt,768,6144,0
BG,grass,960,6144,0
BG,grass,1152,6144,0
BG,grass,1344,6144,0
BG,grass,1536,6144,0
BG,grass,1728,6144,0
BG,grass,1920,6144,0
BG,dirt,2304,6144,0
BG,grass,2496,6144,0
BG,grass,2880,6144,0
BG,grass,3072,6144,0
BG,dirt,3264,6144,0
BG,grass,3456,6144,0
BG,grass,3840,6144,0
BG,grass,5184,6144,0
BG,dirt,5376,6144,0
BG,grass,5568,6144,0
BG,dirt,5760,6144,0
BG,grass,5952,6144,0
BG,grass,6336,6144,0
BG,grass,6528,6144,0
BG,grass,6912,6144,0
BG,grass,7104,6144,0
BG,grass,7488,6144,0
BG,grass,7680,6144,0
BG,grass,0,6336,0
BG,grass,192,6336,0
BG,grass,7488,6336,0
BG,grass,7680,6336,0
BG,grass,0,6528,0
BG,dirt,192,6528,0
BG,dirt,576,6528,0
BG,dirt,768,6528,0
BG,grass,960,6528,0
BG,dirt,1152,6528,0
BG,grass,1536,6528,0
BG,grass,1728,6528,0
BG,grass,2112,6528,0
BG,grass,2304,6528,0
BG,grass,2496,6528,0
BG,grass,2880,6528,0
BG,grass,3072,6528,0
BG,grass,3264,6528,0
BG,grass,3456,6528,0
BG,grass,3840,6528,0
BG,dirt,5184,6528,0
BG,grass,5376,6528,0
BG,grass,5568,6528,0
BG,dirt,5760,6528,0
BG,dirt,5952,6528,0
BG,grass,6336,6528,0
BG,grass,6528,6528,0
BG,grass,6912,6528,0
BG,grass,7104,6528,0
BG,grass,7488,6528,0
BG,dirt,7680,6528,0
BG,grass,0,6720,0
BG,grass,192,6720,0
BG,grass,576,6720,0
BG,grass,768,6720,0
BG,grass,960,6720,0
BG,grass,1152,6720,0
BG,grass,1536,6720,0
BG,grass,1728,6720,0
BG,grass,2112,6720,0
BG,grass,2304,6720,0
BG,dirt,2496,6720,0
BG,dirt,2880,6720,0
BG,grass,3072,6720,0
BG,dirt,3264,6720,0
BG,grass,3456,6720,0
BG,dirt,3840,6720,0
BG,grass,4032,6720,0
BG,dirt,4224,6720,0
BG,dirt,4416,6720,0
BG,grass,4608,6720,0
BG,grass,4800,6720,0
BG,grass,5184,6720,0
BG,dirt,5376,6720,0
BG,grass,5568,6720,0
BG,grass,5760,6720,0
BG,grass,5952,6720,0
BG,grass,6336,6720,0
BG,grass,6528,6720,0
BG,dirt,6912,6720,0
BG,grass,7104,6720,0
BG,grass,7488,6720,0
BG,grass,7680,6720,0
BG,dirt,0,6912,0
BG,dirt,192,6912,0
BG,grass,576,6912,0
BG,dirt,768,6912,0
BG,grass,960,6912,0
BG,grass,1152,6912,0
BG,dirt,1536,6912,0
BG,grass,1728,6912,0
BG,grass,2112,6912,0
BG,grass,2304,6912,0
BG,grass,2496,6912,0
BG,grass,2880,6912,0
BG,grass,3072,6912,0
BG,grass,3264,6912,0
BG,grass,3456,6912,0
BG,dirt,3840,6912,0
BG,grass,4032,6912,0
BG,dirt,4224,6912,0
BG,dirt,4416,6912,0
BG,grass,4608,6912,0
BG,dirt,4800,6912,0
BG,dirt,5184,6912,0
BG,grass,5376,6912,0
BG,dirt,5568,6912,0
BG,grass,5760,6912,0
BG,grass,5952,6912,0
BG,grass,6336,6912,0
BG,grass,6528,6912,0
BG,grass,6912,6912,0
BG,dirt,7104,6912,0
BG,dirt,7488,6912,0
BG,grass,7680,6912,0
BG,grass,0,7104,0
BG,dirt,192,7104,0
BG,grass,576,7104,0
BG,grass,768,7104,0
BG,grass,960,7104,0
BG,grass,1152,7104,0
BG,dirt,1536,7104,0
BG,grass,1728,7104,0
BG,dirt,2112,7104,0
BG,grass,2304,7104,0
BG,grass,2496,7104,0
BG,dirt,2880,7104,0
BG,grass,3072,7104,0
BG,grass,3264,7104,0
BG,dirt,3456,7104,0
BG,grass,3840,7104,0
BG,grass,4032,7104,0
BG,grass,4224,7104,0
BG,grass,4416,7104,0
BG,grass,4608,7104,0
BG,grass,4800,7104,0
BG,dirt,5184,7104,0
BG,grass,5376,7104,0
BG,dirt,5568,7104,0
BG,grass,5760,7104,0
BG,grass,5952,7104,0
BG,dirt,6336,7104,0
BG,grass,6528,7104,0
BG,dirt,6912,7104,0
BG,grass,7104,7104,0
BG,dirt,7488,7104,0
BG,grass,7680,7104,0
BG,grass,0,7296,0
BG,dirt,192,7296,0
BG,grass,7488,7296,0
BG,dirt,7680,7296,0
BG,dirt,0,7488,0
BG,grass,192,7488,0
BG,grass,384,7488,0
BG,dirt,576,7488,0
BG,dirt,768,7488,0
BG,dirt,960,7488,0
BG,grass,1152,7488,0
BG,grass,1344,7488,0
BG,dirt,1536,7488,0
BG,grass,1728,7488,0
BG,grass,1920,7488,0
BG,grass,2112,7488,0
BG,dirt,2304,7488,0
BG,grass,2496,7488,0
BG,grass,2688,7488,0
BG,grass,2880,7488,0
BG,dirt,3072,7488,0
BG,grass,3264,7488,0
BG,grass,3456,7488,0
BG,grass,3648,7488,0
BG,grass,3840,7488,0
BG,dirt,4032,7488,0
BG,grass,4224,7488,0
BG,dirt,4416,7488,0
BG,grass,4608,7488,0
BG,dirt,4800,7488,0
BG,grass,4992,7488,0
BG,dirt,5184,7488,0
BG,grass,5376,7488,0
BG,grass,5568,7488,0
BG,grass,5760,7488,0
BG,grass,5952,7488,0
BG,grass,6144,7488,0
BG,grass,6336,7488,0
BG,grass,6528,7488,0
BG,grass,6720,7488,0
BG,grass,6912,7488,0
BG,grass,7104,7488,0
BG,dirt,7296,7488,0
BG,dirt,7488,7488,0
BG,grass,7680,7488,0
BG,grass,0,7680,0
BG,grass,192,7680,0
BG,dirt,384,7680,0
BG,grass,576,7680,0
BG,dirt,768,7680,0
BG,dirt,960,7680,0
BG,grass,1152,7680,0
BG,grass,1344,7680,0
BG,grass,1536,7680,0
BG,dirt,1728,7680,0
BG,dirt,1920,7680,0
BG,grass,2112,7680,0
BG,grass,2304,7680,0
BG,grass,2496,7680,0
BG,grass,2688,7680,0
BG,grass,2880,7680,0
BG,grass,3072,7680,0
BG,dirt,3264,7680,0
BG,grass,3456,7680,0
BG,dirt,3648,7680,0
BG,grass,3840,7680,0
BG,grass,4032,7680,0
BG,dirt,4224,7680,0
BG,grass,4416,7680,0
BG,grass,4608,7680,0
BG,dirt,4800,7680,0
BG,grass,4992,7680,0
BG,dirt,5184,7680,0
BG,grass,5376,7680,0
BG,grass,5568,7680,0
BG,grass,5760,7680,0
BG,grass,5952,7680,0
BG,grass,6144,7680,0
BG,grass,6336,7680,0
BG,grass,6528,7680,0
BG,grass,6720,7680,0
BG,dirt,6912,7680,0
BG,dirt,7104,7680,0
BG,grass,7296,7680,0
BG,grass,7488,7680,0
BG,grass,7680,7680,0
BG,flowerygrass,4608,5184,0
BG,flowerygrass,7680,6528,0
BG,flowerygrass,1344,2880,0
BG,flowerygrass,6336,0,0
BG,flowerygrass,3264,192,0
BG,flowerygrass,6912,2112,0
BG,flowerygrass,5376,4224,0
BG,flowerygrass,768,1920,0
BG,flowerygrass,4032,960,0
BG,flowerygrass,192,5568,0
BG,flowerygrass,2304,5568,0
BG,flowerygrass,3456,1344,0
BG,flowerygrass,4800,3456,0
BG,flowerygrass,2304,768,0
BG,flowerygrass,5376,6912,0
BG,flowerygrass,6720,1536,0
BG,flowerygrass,4800,768,0
BG,flowerygrass,192,4608,0
BG,flowerygrass,2304,7680,0
BG,flowerygrass,3840,2880,0
BG,flowerygrass,5568,2112,0
BG,flowerygrass,7104,6528,0
BG,flowerygrass,4608,3648,0
BG,flowerygrass,1344,5952,0
BG,flowerygrass,1536,2496,0
BG,flowerygrass,4800,7680,0
BG,flowerygrass,4224,2688,0
BG,flowerygrass,3840,6720,0
BG,flowerygrass,3072,4416,0
BG,flowerygrass,6720,4224,0
BG,flowerygrass,768,1536,0
BG,flowerygrass,3072,7488,0
BG,flowerygrass,5184,1728,0
BG,flowerygrass,1920,7680,0
BG,flowerygrass,7104,6912,0
BG,flowerygrass,5760,2304,0
BG,flowerygrass,1536,2112,0
BG,flowerygrass,0,4416,0
BG,flowerygrass,4608,4800,0
BG,flowerygrass,5952,5760,0
BG,flowerygrass,6528,5952,0
BG,flowerygrass,3456,5952,0
BG,flowerygrass,0,384,0
BG,flowerygrass,768,192,0
BG,flowerygrass,2496,192,0
BG,flowerygrass,2496,4608,0
BG,flowerygrass,3840,7680,0
BG,flowerygrass,1920,2112,0
BG,flowerygrass,6336,192,0
BG,flowerygrass,1152,7680,0
BG,flowerygrass,3072,5760,0
BG,flowerygrass,4224,6912,0
BG,flowerygrass,3840,4224,0
BG,flowerygrass,6336,4992,0
BG,flowerygrass,5184,6144,0
BG,flowerygrass,960,576,0
BG,flowerygrass,2304,1920,0
BG,flowerygrass,7680,0,0
BG,flowerygrass,4032,6912,0
BG,flowerygrass,2880,768,0
BG,flowerygrass,1728,6912,0
BG,flowerygrass,5376,6528,0
BG,flowerygrass,1920,6144,0
BG,flowerygrass,3456,2880,0
BG,flowerygrass,5184,1152,0
BG,flowerygrass,4224,1728,0
BG,flowerygrass,192,3648,0
BG,flowerygrass,2880,1152,0
BG,flowerygrass,5568,6912,0
BG,flowerygrass,3264,7488,0
BG,flowerygrass,7296,0,0
BG,flowerygrass,2304,2880,0
BG,flowerygrass,2880,576,0
BG,flowerygrass,1344,192,0
BG,flowerygrass,3840,5952,0
BG,flowerygrass,0,3456,0
BG,flowerygrass,7680,4608,0
BG,flowerygrass,1728,768,0
BG,flowerygrass,5568,3840,0
BG,flowerygrass,1920,192,0
BG,flowerygrass,6336,3648,0
BG,flowerygrass,5952,5952,0
BG,flowerygrass,3840,7680,0
BG,flowerygrass,6528,5568,0
BG,flowerygrass,4416,3648,0
BG,flowerygrass,7488,384,0
BG,flowerygrass,4224,4224,0
BG,flowerygrass,1728,192,0
BG,flowerygrass,7680,6528,0
BG,flowerygrass,1152,5760,0
BG,flowerygrass,5184,3072,0
BG,flowerygrass,3072,1344,0
BG,flowerygrass,5952,4224,0
BG,flowerygrass,6528,1152,0
BG,flowerygrass,5568,6528,0
BG,flowerygrass,4416,4992,0
BG,flowerygrass,2880,3264,0
BG,flowerygrass,1728,576,0
BG,flowerygrass,2304,4800,0
BG,flowerygrass,6336,0,0
BG,flowerygrass,1344,5376,0
BG,flowerygrass,7104,4416,0
BG,flowerygrass,1344,5376,0
BG,flowerygrass,2880,6528,0
BG,flowerygrass,5568,960,0
BG,flowerygrass,1728,6144,0
BG,flowerygrass,7488,7488,0
BG,flowerygrass,768,2880,0
BG,flowerygrass,4800,2880,0
BG,flowerygrass,2112,2304,0
BG,flowerygrass,7488,0,0
BG,flowerygrass,7680,6336,0
BG,flowerygrass,768,6528,0
BG,flowerygrass,3456,4224,0
BG,flowerygrass,192,5568,0
BG,flowerygrass,5760,6912,0
BG,flowerygrass,6144,2112,0
BG,flowerygrass,6528,1920,0
BG,flowerygrass,7680,1344,0
BG,flowerygrass,1536,2688,0
BG,flowerygrass,5568,960,0
BG,flowerygrass,1728,6720,0
BG,flowerygrass,1920,2304,0
BG,flowerygrass,6144,7680,0
BG,flowerygrass,2496,2112,0
BG,flowerygrass,3264,3648,0
BG,flowerygrass,1920,2880,0
BG,flowerygrass,5376,2304,0
BG,flowerygrass,2112,4416,0
BG,flowerygrass,4800,2304,0
BG,flowerygrass,2112,0,0
BG,flowerygrass,6912,4800,0
BG,flowerygrass,7488,0,0
BG,flowerygrass,2496,3840,0
BG,flowerygrass,6528,0,0
BG,flowerygrass,5952,6912,0
BG,flowerygrass,3840,5184,0
BG,flowerygrass,3456,7488,0
BG,flowerygrass,3264,3648,0
BG,flowerygrass,5568,6144,0
BG,flowerygrass,1152,5952,0
BG,flowerygrass,7104,5184,0
BG,flowerygrass,7488,4224,0
BG,flowerygrass,7680,6912,0
BG,flowerygrass,5568,1728,0
BG,flowerygrass,5760,4224,0
BG,flowerygrass,7488,4416,0
BG,flowerygrass,576,3840,0
BG,flowerygrass,960,3648,0
BG,flowerygrass,576,1152,0
BG,flowerygrass,576,4224,0
BG,flowerygrass,2496,3264,0
BG,flowerygrass,0,5376,0
BG,flowerygrass,5376,5184,0
BG,flowerygrass,960,2112,0
BG,flowerygrass,6720,4992,0
BG,flowerygrass,5184,768,0
BG,flowerygrass,1344,1920,0
BG,flowerygrass,576,576,0
BG,flowerygrass,6528,5760,0
BG,flowerygrass,5376,3840,0
BG,flowerygrass,5184,6720,0
BG,flowerygrass,768,576,0
BG,flowerygrass,4608,3456,0
BG,flowerygrass,1344,2496,0
BG,flowerygrass,960,2880,0
BG,flowerygrass,5376,5184,0
BG,flowerygrass,3840,1728,0
BG,flowerygrass,3264,1344,0
BG,flowerygrass,2304,2304,0
BG,flowerygrass,7488,6912,0
BG,flowerygrass,1344,6144,0
BG,flowerygrass,768,2496,0
BG,flowerygrass,7488,7488,0
BG,flowerygrass,2112,3456,0
BG,flowerygrass,4032,7680,0
BG,flowerygrass,7488,960,0
BG,flowerygrass,2304,960,0
BG,flowerygrass,576,3264,0
BG,flowerygrass,3840,4992,0
BG,flowerygrass,2112,576,0
BG,flowerygrass,5760,768,0
BG,flowerygrass,6336,5568,0
BG,flowerygrass,3648,5184,0
BG,flowerygrass,1920,6144,0
BG,flowerygrass,6528,1536,0
BG,flowerygrass,2880,1152,0
BG,flowerygrass,3072,4224,0
BG,flowerygrass,6720,5184,0
BG,flowerygrass,192,1152,0
BG,flowerygrass,7680,3456,0
BG,flowerygrass,4608,7488,0
BG,flowerygrass,3072,6144,0
BG,flowerygrass,2304,7104,0
BG,flowerygrass,768,2112,0
BG,flowerygrass,7488,5568,0
BG,flowerygrass,7488,4032,0
BG,flowerygrass,2880,5184,0
BG,flowerygrass,2880,5760,0
BG,flowerygrass,4032,6912,0
BG,flowerygrass,0,1536,0
BG,flowerygrass,192,3264,0
BG,flowerygrass,7680,768,0
BG,flowerygrass,1344,1920,0
BG,flowerygrass,6912,0,0
BG,flowerygrass,1536,2496,0
BG,flowerygrass,192,5568,0
BG,flowerygrass,2880,5760,0
BG,flowerygrass,6912,192,0
BG,flowerygrass,2112,3264,0
BG,flowerygrass,4224,3072,0
BG,flowerygrass,960,1152,0
BG,flowerygrass,960,3840,0
BG,flowerygrass,4800,3456,0
BG,flowerygrass,4224,6720,0
BG,flowerygrass,4224,576,0
BG,flowerygrass,2112,4416,0
BG,flowerygrass,2112,6720,0
BG,flowerygrass,2304,960,0
BG,flowerygrass,576,5952,0
BG,flowerygrass,7680,576,0
BG,flowerygrass,3456,4224,0
BG,flowerygrass,4608,1536,0
BG,flowerygrass,6912,5568,0
BG,flowerygrass,4224,1536,0
BG,flowerygrass,1344,4224,0
BG,flowerygrass,7680,960,0
BG,flowerygrass,5952,4992,0
BG,flowerygrass,5184,4800,0
BG,flowerygrass,3072,4800,0
BG,flowerygrass,2496,6720,0
BG,flowerygrass,0,6528,0
BG,flowerygrass,6720,0,0
BG,flowerygrass,4800,192,0
BG,flowerygrass,7104,3264,0
BG,flowerygrass,192,4608,0
BG,flowerygrass,0,6144,0
BG,flowerygrass,2112,3840,0
BG,flowerygrass,1344,7488,0
BG,flowerygrass,0,4800,0
BG,flowerygrass,6720,1536,0
BG,flowerygrass,6528,5952,0
BG,flowerygrass,6720,576,0
BG,flowerygrass,0,3840,0
BG,flowerygrass,5184,768,0
BG,flowerygrass,0,192,0
BG,flowerygrass,3264,3264,0
BG,flowerygrass,2304,7680,0
BG,flowerygrass,3264,576,0
BG,flowerygrass,960,3840,0
BG,flowerygrass,5184,6144,0
BG,flowerygrass,7488,576,0
BG,flowerygrass,1536,2688,0
BG,flowerygrass,1920,3648,0
BG,flowerygrass,5184,1152,0
BG,flowerygrass,1728,1344,0
BG,flowerygrass,1728,5760,0
BG,flowerygrass,4608,1728,0
BG,flowerygrass,1344,6144,0
BG,flowerygrass,576,960,0
BG,flowerygrass,2112,3456,0
BG,flowerygrass,5760,6720,0
BG,flowerygrass,576,960,0
BG,flowerygrass,384,7680,0
BG,flowerygrass,2304,2880,0
BG,flowerygrass,5952,4032,0
BG,flowerygrass,3840,1728,0
BG,flowerygrass,7680,7296,0
BG,flowerygrass,960,768,0
BG,flowerygrass,2880,5184,0
BG,flowerygrass,7104,3072,0
BG,flowerygrass,1536,768,0
BG,cement,4224,5760,0
BG,cement,4224,5952,0
BG,cement,4224,6144,0
BG,cement,4224,6336,0
BG,cement,4416,5760,0
BG,cement,4416,5952,0
BG,cement,4416,6144,0
BG,cement,4416,6336,0
BG,cement,4608,5760,0
BG,cement,4608,5952,0
BG,cement,4608,6144,0
BG,cement,4608,6336,0
BG,cement,4800,5760,0
BG,cement,4800,5952,0
BG,cement,4800,6144,0
BG,cement,4800,6336,0
BG,cement,2880,1920,0
BG,cement,2880,2112,0
BG,cement,2880,2304,0
BG,cement,2880,2496,0
BG,cement,3072,1920,0
BG,cement,3072,2112,0
BG,cement,3072,2304,0
BG,cement,3072,2496,0
BG,cement,3264,1920,0
BG,cement,3264,2112,0
BG,cement,3264,2304,0
BG,cement,3264,2496,0
BG,cement,3456,1920,0
BG,cement,3456,2112,0
BG,cement,3456,2304,0
BG,cement,3456,2496,0
BG,cement,5760,2688,0
BG,cement,5760,2880,0
BG,cement,5760,3072,0
BG,cement,5760,3264,0
BG,cement,5952,2688,0
BG,cement,5952,2880,0
BG,cement,5952,3072,0
BG,cement,5952,3264,0
BG,cement,6144,2688,0
BG,cement,6144,2880,0
BG,cement,6144,3072,0
BG,cement,6144,3264,0
BG,cement,6336,2688,0
BG,cement,6336,2880,0
BG,cement,6336,3072,0
BG,cement,6336,3264,0
BG,grass,2880,1536,0
BG,grass,3264,1536,0
BG,grass,3456,1536,0
BG,grass,3072,1536,0
BG,grass,6720,2688,0
BG,grass,6720,2880,0
BG,grass,6720,3072,0
BG,grass,6720,3264,0
BG,grass,6720,3456,0
BG,grass,4224,5376,0
BG,grass,4416,5376,0
BG,grass,4608,5376,0
BG,grass,4800,5376,0
OBJ,bfpbuilding,4416,5952,0
OBJ,policestationn,3072,2112,0
OBJ,hospitalsss,5952,2880,0
OBJ,Vertical DOUBLE SIDEWALK,7296,4416,0
OBJ,intersection3 N W S,4992,4032,0
OBJ,Horizontal double sidewalk,1344,4992,0
OBJ,Vertical DOUBLE SIDEWALK,1344,6720,0
OBJ,intersection 3 N E W,5184,2496,0
OBJ,Horizontal double sidewalk,1536,1728,0
OBJ,Horizontal double sidewalk,768,384,0
OBJ,Horizontal double sidewalk,6336,7296,0
OBJ,Vertical DOUBLE SIDEWALK,1920,6912,0
OBJ,Vertical DOUBLE SIDEWALK,384,6144,0
OBJ,Horizontal double sidewalk,4224,1920,0
OBJ,Horizontal double sidewalk,6528,4032,0
OBJ,Vertical DOUBLE SIDEWALK,2688,2880,0
OBJ,intersection3 N E S,2688,4608,0
OBJ,Intersection N E W S,2688,6336,0
OBJ,Horizontal double sidewalk,576,6336,0
OBJ,Vertical DOUBLE SIDEWALK,7296,1728,0
OBJ,Vertical DOUBLE SIDEWALK,7296,3456,0
OBJ,Vertical DOUBLE SIDEWALK,4992,3072,0
OBJ,Horizontal double sidewalk,2880,3072,0
OBJ,Horizontal double sidewalk,1344,2304,0
OBJ,Vertical DOUBLE SIDEWALK,4992,4800,0
OBJ,Horizontal double sidewalk,1344,4032,0
OBJ,Vertical DOUBLE SIDEWALK,5568,5184,0
OBJ,Vertical DOUBLE SIDEWALK,3648,768,0
OBJ,Horizontal double sidewalk,2112,1728,0
OBJ,intersection3 N W S,6336,1152,0
OBJ,Horizontal double sidewalk,6336,4608,0
OBJ,Horizontal double sidewalk,6336,6336,0
OBJ,Vertical DOUBLE SIDEWALK,384,5184,0
OBJ,Horizontal double sidewalk,4800,7296,0
OBJ,Vertical DOUBLE SIDEWALK,384,6912,0
OBJ,Horizontal double sidewalk,7104,4032,0
OBJ,intersection3 N E S,2688,5376,0
OBJ,Vertical DOUBLE SIDEWALK,2688,7104,0
OBJ,Horizontal double sidewalk,2880,384,0
OBJ,Horizontal double sidewalk,4992,384,0
OBJ,Vertical DOUBLE SIDEWALK,7296,768,0
OBJ,Vertical DOUBLE SIDEWALK,4992,3840,0
OBJ,Horizontal double sidewalk,1344,3072,0
OBJ,Horizontal double sidewalk,3456,3072,0
OBJ,Vertical DOUBLE SIDEWALK,4032,3456,0
OBJ,Vertical DOUBLE SIDEWALK,4032,5184,0
OBJ,Horizontal double sidewalk,1152,7296,0
OBJ,intersection3 N W S,6336,1920,0
OBJ,Vertical DOUBLE SIDEWALK,1920,1536,0
OBJ,Vertical DOUBLE SIDEWALK,384,2496,0
OBJ,Horizontal double sidewalk,1920,4992,0
OBJ,Horizontal double sidewalk,6336,5376,0
OBJ,Vertical DOUBLE SIDEWALK,384,4224,0
OBJ,Horizontal double sidewalk,4800,4608,0
OBJ,Vertical DOUBLE SIDEWALK,1920,6720,0
OBJ,Horizontal double sidewalk,6528,384,0
OBJ,Vertical DOUBLE SIDEWALK,384,5952,0
OBJ,Vertical DOUBLE SIDEWALK,2688,960,0
OBJ,Vertical DOUBLE SIDEWALK,2688,4416,0
OBJ,Vertical DOUBLE SIDEWALK,2688,6144,0
OBJ,Horizontal double sidewalk,1344,384,0
OBJ,Horizontal double sidewalk,3456,384,0
OBJ,Horizontal double sidewalk,6912,7296,0
OBJ,Vertical DOUBLE SIDEWALK,1152,2880,0
OBJ,intersection3 E W S,4032,2496,0
OBJ,Vertical DOUBLE SIDEWALK,5568,4992,0
OBJ,Vertical DOUBLE SIDEWALK,4032,4224,0
OBJ,Horizontal double sidewalk,1152,6336,0
OBJ,intersection3 N E S,6336,960,0
OBJ,Vertical DOUBLE SIDEWALK,1920,576,0
OBJ,Vertical DOUBLE SIDEWALK,384,1536,0
OBJ,Horizontal double sidewalk,4800,1920,0
OBJ,Horizontal double sidewalk,1920,4032,0
OBJ,Vertical DOUBLE SIDEWALK,384,3264,0
OBJ,intersection3 N E S,384,4992,0
OBJ,Vertical DOUBLE SIDEWALK,384,6720,0
OBJ,Horizontal double sidewalk,7104,384,0
OBJ,Vertical DOUBLE SIDEWALK,6144,6912,0
OBJ,Horizontal double sidewalk,4224,2496,0
OBJ,Horizontal double sidewalk,576,1728,0
OBJ,Vertical DOUBLE SIDEWALK,2688,3456,0
OBJ,Horizontal double sidewalk,6912,4608,0
OBJ,Horizontal double sidewalk,3264,3840,0
OBJ,Horizontal double sidewalk,6912,6336,0
OBJ,Horizontal double sidewalk,3264,7296,0
OBJ,Horizontal double sidewalk,5376,7296,0
OBJ,Vertical DOUBLE SIDEWALK,1152,1920,0
OBJ,Vertical DOUBLE SIDEWALK,1152,3648,0
OBJ,intersection3 N E S,4032,3264,0
OBJ,Vertical DOUBLE SIDEWALK,4032,4992,0
OBJ,Vertical DOUBLE SIDEWALK,6336,1728,0
OBJ,Vertical DOUBLE SIDEWALK,1920,1344,0
OBJ,Vertical DOUBLE SIDEWALK,384,576,0
OBJ,Horizontal double sidewalk,1920,3072,0
OBJ,intersection3 N E S,384,2304,0
OBJ,intersection3 N E S,384,4032,0
OBJ,Vertical DOUBLE SIDEWALK,6144,4224,0
OBJ,Vertical DOUBLE SIDEWALK,384,5760,0
OBJ,Vertical DOUBLE SIDEWALK,6144,5952,0
OBJ,Vertical DOUBLE SIDEWALK,2688,768,0
OBJ,Vertical DOUBLE SIDEWALK,6720,6912,0
OBJ,intersection3 N E S,5376,1152,0
OBJ,Vertical DOUBLE SIDEWALK,3264,2880,0
OBJ,Horizontal double sidewalk,6912,5376,0
OBJ,Vertical DOUBLE SIDEWALK,1728,2112,0
OBJ,Vertical DOUBLE SIDEWALK,960,4224,0
OBJ,Horizontal double sidewalk,3264,4608,0
OBJ,Vertical DOUBLE SIDEWALK,1728,3840,0
OBJ,Horizontal double sidewalk,3264,6336,0
OBJ,Horizontal double sidewalk,5376,6336,0
OBJ,Vertical DOUBLE SIDEWALK,1152,960,0
OBJ,Horizontal double sidewalk,1728,7296,0
OBJ,Vertical DOUBLE SIDEWALK,1152,2688,0
OBJ,Vertical DOUBLE SIDEWALK,5568,4800,0
OBJ,intersection3 N E S,4032,4032,0
OBJ,intersection3 E W S,1920,384,0
OBJ,Vertical DOUBLE SIDEWALK,6336,768,0
OBJ,Vertical DOUBLE SIDEWALK,384,1344,0
OBJ,intersection3 N E S,384,3072,0
OBJ,Horizontal double sidewalk,4608,2496,0
OBJ,Vertical DOUBLE SIDEWALK,6144,4992,0
OBJ,Vertical DOUBLE SIDEWALK,6144,6720,0
OBJ,Vertical DOUBLE SIDEWALK,6720,5952,0
OBJ,Horizontal double sidewalk,6912,960,0
